"country","iso2c","iso3c","year","status","lastupdated","NY.GDP.PCAP.PP.CD","SE.XPD.TOTL.GD.ZS","SE.TER.ENRR","SE.ADT.LITR.ZS","region","capital","longitude","latitude","income","lending"
"Chile","CL","CHL",2015,"","2025-10-07",22457.8800614565,4.90390014648438,86.4181137084961,96.870002746582,"Latin America & Caribbean","Santiago","-70.6475","-33.475","High income","IBRD"
"China","CN","CHN",2004,"","2025-10-07",4504.92937237596,NA,16.9004402160644,NA,"East Asia & Pacific","Beijing","116.286","40.0495","Upper middle income","IBRD"
"China","CN","CHN",2012,"","2025-10-07",11420.2527051141,NA,29.3081906903292,NA,"East Asia & Pacific","Beijing","116.286","40.0495","Upper middle income","IBRD"
"China","CN","CHN",2015,"","2025-10-07",13463.3331511105,NA,47.1192619330726,NA,"East Asia & Pacific","Beijing","116.286","40.0495","Upper middle income","IBRD"
"China","CN","CHN",2003,"","2025-10-07",4007.11604605423,NA,14.513970375061,NA,"East Asia & Pacific","Beijing","116.286","40.0495","Upper middle income","IBRD"
"China","CN","CHN",2011,"","2025-10-07",10456.7916826113,NA,26.7875039907406,NA,"East Asia & Pacific","Beijing","116.286","40.0495","Upper middle income","IBRD"
"China","CN","CHN",2009,"","2025-10-07",8447.98281469227,NA,23.2886295318604,NA,"East Asia & Pacific","Beijing","116.286","40.0495","Upper middle income","IBRD"
"China","CN","CHN",2016,"","2025-10-07",14157.2514988004,NA,49.309077375597,NA,"East Asia & Pacific","Beijing","116.286","40.0495","Upper middle income","IBRD"
"China","CN","CHN",2017,"","2025-10-07",15022.4371883124,NA,51.0678812273407,NA,"East Asia & Pacific","Beijing","116.286","40.0495","Upper middle income","IBRD"
"China","CN","CHN",2002,"","2025-10-07",3590.7659594167,NA,11.8050804138184,NA,"East Asia & Pacific","Beijing","116.286","40.0495","Upper middle income","IBRD"
"China","CN","CHN",2019,"","2025-10-07",17600.8907568493,NA,56.6050917923292,NA,"East Asia & Pacific","Beijing","116.286","40.0495","Upper middle income","IBRD"
"China","CN","CHN",2014,"","2025-10-07",12941.5964809146,NA,43.7110051016854,NA,"East Asia & Pacific","Beijing","116.286","40.0495","Upper middle income","IBRD"
"China","CN","CHN",2001,"","2025-10-07",3258.40210660305,NA,9.28069019317627,NA,"East Asia & Pacific","Beijing","116.286","40.0495","Upper middle income","IBRD"
"China","CN","CHN",2006,"","2025-10-07",5946.28682830185,NA,20.5667705535889,NA,"East Asia & Pacific","Beijing","116.286","40.0495","Upper middle income","IBRD"
"China","CN","CHN",2010,"","2025-10-07",9411.13821903204,NA,25.2883066277701,95.120002746582,"East Asia & Pacific","Beijing","116.286","40.0495","Upper middle income","IBRD"
"China","CN","CHN",2005,"","2025-10-07",5148.18273933805,NA,18.6565208435059,NA,"East Asia & Pacific","Beijing","116.286","40.0495","Upper middle income","IBRD"
"China","CN","CHN",2018,"","2025-10-07",16298.2050619109,NA,53.3987984572814,NA,"East Asia & Pacific","Beijing","116.286","40.0495","Upper middle income","IBRD"
"China","CN","CHN",2008,"","2025-10-07",7712.84608425069,NA,21.8667392730713,NA,"East Asia & Pacific","Beijing","116.286","40.0495","Upper middle income","IBRD"
"China","CN","CHN",2013,"","2025-10-07",12228.3736084197,NA,32.7191603158803,NA,"East Asia & Pacific","Beijing","116.286","40.0495","Upper middle income","IBRD"
"China","CN","CHN",2000,"","2025-10-07",2963.53238602023,NA,7.57777976989746,90.9199981689453,"East Asia & Pacific","Beijing","116.286","40.0495","Upper middle income","IBRD"
"China","CN","CHN",2007,"","2025-10-07",6935.26580584434,NA,21.4715595245361,NA,"East Asia & Pacific","Beijing","116.286","40.0495","Upper middle income","IBRD"
"Colombia","CO","COL",2007,"","2025-10-07",9909.29031403767,4.08301019668579,35.4785308837891,92.6500015258789,"Latin America & Caribbean","Bogota","-74.082","4.60987","Upper middle income","IBRD"
"Colombia","CO","COL",2019,"","2025-10-07",16181.5908990662,4.51069021224976,56.6663017272949,95.25,"Latin America & Caribbean","Bogota","-74.082","4.60987","Upper middle income","IBRD"
"Colombia","CO","COL",2003,"","2025-10-07",7420.46008365281,4.32513999938965,NA,NA,"Latin America & Caribbean","Bogota","-74.082","4.60987","Upper middle income","IBRD"
"Colombia","CO","COL",2001,"","2025-10-07",6934.88284338593,3.70867991447449,26.3812599182129,NA,"Latin America & Caribbean","Bogota","-74.082","4.60987","Upper middle income","IBRD"
"Colombia","CO","COL",2002,"","2025-10-07",7108.8239028593,4.26812982559204,26.5130996704102,NA,"Latin America & Caribbean","Bogota","-74.082","4.60987","Upper middle income","IBRD"
"Colombia","CO","COL",2009,"","2025-10-07",10367.3489557519,4.77651977539062,39.5088005065918,93.2399978637695,"Latin America & Caribbean","Bogota","-74.082","4.60987","Upper middle income","IBRD"
"Colombia","CO","COL",2016,"","2025-10-07",14026.8399931053,4.47721004486084,57.1437492370605,94.6500015258789,"Latin America & Caribbean","Bogota","-74.082","4.60987","Upper middle income","IBRD"
"Colombia","CO","COL",2006,"","2025-10-07",9154.08926196511,3.91671991348267,34.3662109375,92.3000030517578,"Latin America & Caribbean","Bogota","-74.082","4.60987","Upper middle income","IBRD"
"Colombia","CO","COL",2008,"","2025-10-07",10307.0649878854,3.9387800693512,37.9448013305664,93.379997253418,"Latin America & Caribbean","Bogota","-74.082","4.60987","Upper middle income","IBRD"
"Colombia","CO","COL",2017,"","2025-10-07",14400.6139849314,4.53551006317139,58.3960418701172,94.8927138785262,"Latin America & Caribbean","Bogota","-74.082","4.60987","Upper middle income","IBRD"
"Colombia","CO","COL",2018,"","2025-10-07",15239.4049488277,4.44910001754761,57.3205413818359,95.0899963378906,"Latin America & Caribbean","Bogota","-74.082","4.60987","Upper middle income","IBRD"
"Colombia","CO","COL",2000,"","2025-10-07",6775.93064418811,3.5112099647522,25.5096893310547,NA,"Latin America & Caribbean","Bogota","-74.082","4.60987","Upper middle income","IBRD"
"Colombia","CO","COL",2010,"","2025-10-07",10841.1279801312,4.83382987976074,41.529670715332,93.370002746582,"Latin America & Caribbean","Bogota","-74.082","4.60987","Upper middle income","IBRD"
"Colombia","CO","COL",2004,"","2025-10-07",7909.34635155695,4.07934999465942,29.5034599304199,92.8000030517578,"Latin America & Caribbean","Bogota","-74.082","4.60987","Upper middle income","IBRD"
"Colombia","CO","COL",2005,"","2025-10-07",8432.33329078314,4.02098989486694,32.253978729248,92.8499984741211,"Latin America & Caribbean","Bogota","-74.082","4.60987","Upper middle income","IBRD"
"Colombia","CO","COL",2015,"","2025-10-07",13332.0555048211,4.47038984298706,54.7961311340332,94.25,"Latin America & Caribbean","Bogota","-74.082","4.60987","Upper middle income","IBRD"
"Colombia","CO","COL",2014,"","2025-10-07",13355.3624162195,4.62945985794067,53.1794395446777,94.1900024414062,"Latin America & Caribbean","Bogota","-74.082","4.60987","Upper middle income","IBRD"
"Colombia","CO","COL",2011,"","2025-10-07",11707.4614624747,4.46608018875122,45.2873306274414,93.5800018310547,"Latin America & Caribbean","Bogota","-74.082","4.60987","Upper middle income","IBRD"
"Colombia","CO","COL",2012,"","2025-10-07",12093.0754939172,4.37038993835449,47.4669914245605,NA,"Latin America & Caribbean","Bogota","-74.082","4.60987","Upper middle income","IBRD"
"Colombia","CO","COL",2013,"","2025-10-07",12779.8865818318,4.87855005264282,50.7474899291992,NA,"Latin America & Caribbean","Bogota","-74.082","4.60987","Upper middle income","IBRD"
"Comoros","KM","COM",2018,"","2025-10-07",3304.54845189026,NA,NA,NA,"Sub-Saharan Africa","Moroni","43.2418","-11.6986","Lower middle income","IDA"
"Comoros","KM","COM",2012,"","2025-10-07",2678.70108782094,2.74783992767334,10.5360636883691,NA,"Sub-Saharan Africa","Moroni","43.2418","-11.6986","Lower middle income","IDA"
"Comoros","KM","COM",2015,"","2025-10-07",2949.47342240993,2.5450599193573,NA,NA,"Sub-Saharan Africa","Moroni","43.2418","-11.6986","Lower middle income","IDA"
"Comoros","KM","COM",2002,"","2025-10-07",1792.76085683106,2.25841999053955,NA,NA,"Sub-Saharan Africa","Moroni","43.2418","-11.6986","Lower middle income","IDA"
"Comoros","KM","COM",2000,"","2025-10-07",1719.0179082758,NA,1.60367000102997,68.25,"Sub-Saharan Africa","Moroni","43.2418","-11.6986","Lower middle income","IDA"
"Comoros","KM","COM",2004,"","2025-10-07",1880.33310091291,NA,NA,NA,"Sub-Saharan Africa","Moroni","43.2418","-11.6986","Lower middle income","IDA"
"Comoros","KM","COM",2006,"","2025-10-07",2026.31950093045,NA,NA,NA,"Sub-Saharan Africa","Moroni","43.2418","-11.6986","Lower middle income","IDA"
"Comoros","KM","COM",2019,"","2025-10-07",3312.74957050543,NA,NA,NA,"Sub-Saharan Africa","Moroni","43.2418","-11.6986","Lower middle income","IDA"
"Comoros","KM","COM",2017,"","2025-10-07",3347.45652997484,NA,18.8190281456697,NA,"Sub-Saharan Africa","Moroni","43.2418","-11.6986","Lower middle income","IDA"
"Comoros","KM","COM",2010,"","2025-10-07",2333.32778329942,NA,7.90405216581276,NA,"Sub-Saharan Africa","Moroni","43.2418","-11.6986","Lower middle income","IDA"
"Comoros","KM","COM",2011,"","2025-10-07",2471.79015172257,2.8304500579834,9.48193229364778,NA,"Sub-Saharan Africa","Moroni","43.2418","-11.6986","Lower middle income","IDA"
"Comoros","KM","COM",2013,"","2025-10-07",2832.52867837396,2.3827600479126,9.13247966766357,NA,"Sub-Saharan Africa","Moroni","43.2418","-11.6986","Lower middle income","IDA"
"Comoros","KM","COM",2003,"","2025-10-07",1830.99192007596,NA,3.42070007324219,NA,"Sub-Saharan Africa","Moroni","43.2418","-11.6986","Lower middle income","IDA"
"Comoros","KM","COM",2001,"","2025-10-07",1762.1133864574,NA,NA,NA,"Sub-Saharan Africa","Moroni","43.2418","-11.6986","Lower middle income","IDA"
"Comoros","KM","COM",2008,"","2025-10-07",2136.32459252434,4.42264986038208,NA,NA,"Sub-Saharan Africa","Moroni","43.2418","-11.6986","Lower middle income","IDA"
"Comoros","KM","COM",2005,"","2025-10-07",1954.0300331157,NA,NA,NA,"Sub-Saharan Africa","Moroni","43.2418","-11.6986","Lower middle income","IDA"
"Comoros","KM","COM",2016,"","2025-10-07",3139.05160740463,NA,NA,NA,"Sub-Saharan Africa","Moroni","43.2418","-11.6986","Lower middle income","IDA"
"Comoros","KM","COM",2007,"","2025-10-07",2056.47051048801,NA,4.39438009262085,NA,"Sub-Saharan Africa","Moroni","43.2418","-11.6986","Lower middle income","IDA"
"Comoros","KM","COM",2009,"","2025-10-07",2243.86822376717,NA,6.19504022598267,NA,"Sub-Saharan Africa","Moroni","43.2418","-11.6986","Lower middle income","IDA"
"Comoros","KM","COM",2014,"","2025-10-07",2937.61183759802,2.74472999572754,9.5927242808028,73.7981579213275,"Sub-Saharan Africa","Moroni","43.2418","-11.6986","Lower middle income","IDA"
"Congo, Dem. Rep.","CD","COD",2000,"","2025-10-07",416.549337550587,NA,NA,NA,"Sub-Saharan Africa","Kinshasa","15.3222","-4.325","Low income","IDA"
"Congo, Dem. Rep.","CD","COD",2011,"","2025-10-07",630.284880597714,NA,7.55883979797363,NA,"Sub-Saharan Africa","Kinshasa","15.3222","-4.325","Low income","IDA"
"Congo, Dem. Rep.","CD","COD",2010,"","2025-10-07",597.088740789196,1.5249799489975,NA,NA,"Sub-Saharan Africa","Kinshasa","15.3222","-4.325","Low income","IDA"
"Congo, Dem. Rep.","CD","COD",2002,"","2025-10-07",409.642938250634,NA,NA,NA,"Sub-Saharan Africa","Kinshasa","15.3222","-4.325","Low income","IDA"
"Congo, Dem. Rep.","CD","COD",2005,"","2025-10-07",483.911329537472,NA,NA,NA,"Sub-Saharan Africa","Kinshasa","15.3222","-4.325","Low income","IDA"
"Congo, Dem. Rep.","CD","COD",2001,"","2025-10-07",403.98428591939,NA,NA,67.1699981689453,"Sub-Saharan Africa","Kinshasa","15.3222","-4.325","Low income","IDA"
"Congo, Dem. Rep.","CD","COD",2004,"","2025-10-07",455.867786496371,NA,NA,NA,"Sub-Saharan Africa","Kinshasa","15.3222","-4.325","Low income","IDA"
"Congo, Dem. Rep.","CD","COD",2019,"","2025-10-07",1167.32061572833,NA,NA,NA,"Sub-Saharan Africa","Kinshasa","15.3222","-4.325","Low income","IDA"
"Congo, Dem. Rep.","CD","COD",2016,"","2025-10-07",913.955559409226,2.1186900138855,5.9003701210022,77.0400009155273,"Sub-Saharan Africa","Kinshasa","15.3222","-4.325","Low income","IDA"
"Congo, Dem. Rep.","CD","COD",2003,"","2025-10-07",428.333625563474,NA,NA,NA,"Sub-Saharan Africa","Kinshasa","15.3222","-4.325","Low income","IDA"
"Congo, Dem. Rep.","CD","COD",2009,"","2025-10-07",568.609567790794,NA,6.261549949646,NA,"Sub-Saharan Africa","Kinshasa","15.3222","-4.325","Low income","IDA"
"Congo, Dem. Rep.","CD","COD",2013,"","2025-10-07",712.439006688802,2.06221008300781,6.37279987335205,NA,"Sub-Saharan Africa","Kinshasa","15.3222","-4.325","Low income","IDA"
"Congo, Dem. Rep.","CD","COD",2008,"","2025-10-07",566.685382126154,NA,5.27932977676392,NA,"Sub-Saharan Africa","Kinshasa","15.3222","-4.325","Low income","IDA"
"Congo, Dem. Rep.","CD","COD",2015,"","2025-10-07",859.143482737815,2.17043995857239,NA,NA,"Sub-Saharan Africa","Kinshasa","15.3222","-4.325","Low income","IDA"
"Congo, Dem. Rep.","CD","COD",2012,"","2025-10-07",632.202076130903,NA,7.63979005813599,75.0199966430664,"Sub-Saharan Africa","Kinshasa","15.3222","-4.325","Low income","IDA"
"Congo, Dem. Rep.","CD","COD",2007,"","2025-10-07",539.412638517763,NA,4.20303010940552,NA,"Sub-Saharan Africa","Kinshasa","15.3222","-4.325","Low income","IDA"
"Congo, Dem. Rep.","CD","COD",2018,"","2025-10-07",1069.28163391342,NA,NA,73.5500030517578,"Sub-Saharan Africa","Kinshasa","15.3222","-4.325","Low income","IDA"
"Congo, Dem. Rep.","CD","COD",2006,"","2025-10-07",509.427782965278,NA,4.20873022079468,NA,"Sub-Saharan Africa","Kinshasa","15.3222","-4.325","Low income","IDA"
"Congo, Dem. Rep.","CD","COD",2017,"","2025-10-07",1003.25735502912,1.45494997501373,NA,NA,"Sub-Saharan Africa","Kinshasa","15.3222","-4.325","Low income","IDA"
"Congo, Dem. Rep.","CD","COD",2014,"","2025-10-07",804.596634628245,1.95142996311188,NA,NA,"Sub-Saharan Africa","Kinshasa","15.3222","-4.325","Low income","IDA"
"Congo, Rep.","CG","COG",2017,"","2025-10-07",4444.63900215824,4.17236995697021,12.1461896896362,NA,"Sub-Saharan Africa","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"Congo, Rep.","CG","COG",2007,"","2025-10-07",4242.61126846002,NA,NA,NA,"Sub-Saharan Africa","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"Congo, Rep.","CG","COG",2013,"","2025-10-07",5833.86336651436,5.0138814089415,8.56632041931152,NA,"Sub-Saharan Africa","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"Congo, Rep.","CG","COG",2018,"","2025-10-07",5593.19370578686,2.77167010307312,NA,NA,"Sub-Saharan Africa","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"Congo, Rep.","CG","COG",2001,"","2025-10-07",3748.44674931557,NA,4.20174980163574,NA,"Sub-Saharan Africa","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"Congo, Rep.","CG","COG",2012,"","2025-10-07",6058.06449417412,2.73923061622047,9.09545040130615,NA,"Sub-Saharan Africa","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"Congo, Rep.","CG","COG",2002,"","2025-10-07",3888.16402343345,3.20831990242004,3.7616400718689,NA,"Sub-Saharan Africa","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"Congo, Rep.","CG","COG",2019,"","2025-10-07",5719.59977338291,3.24716413970868,NA,NA,"Sub-Saharan Africa","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"Congo, Rep.","CG","COG",2004,"","2025-10-07",3991.51124729764,2.28813004493713,NA,NA,"Sub-Saharan Africa","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"Congo, Rep.","CG","COG",2000,"","2025-10-07",3667.42487266336,NA,5.24350023269653,NA,"Sub-Saharan Africa","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"Congo, Rep.","CG","COG",2005,"","2025-10-07",4278.92538741319,1.6810200214386,NA,76.1100006103516,"Sub-Saharan Africa","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"Congo, Rep.","CG","COG",2006,"","2025-10-07",4588.10924898465,NA,NA,NA,"Sub-Saharan Africa","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"Congo, Rep.","CG","COG",2003,"","2025-10-07",3886.99206795632,2.8361599445343,3.79619002342224,NA,"Sub-Saharan Africa","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"Congo, Rep.","CG","COG",2016,"","2025-10-07",4016.04908525318,4.87114096878621,NA,NA,"Sub-Saharan Africa","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"Congo, Rep.","CG","COG",2011,"","2025-10-07",5175.20439089036,2.64652978173867,7.95887994766235,NA,"Sub-Saharan Africa","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"Congo, Rep.","CG","COG",2010,"","2025-10-07",5125.06991343643,5.6867299079895,NA,NA,"Sub-Saharan Africa","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"Congo, Rep.","CG","COG",2015,"","2025-10-07",4715.13431581624,3.13882994651794,NA,NA,"Sub-Saharan Africa","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"Congo, Rep.","CG","COG",2008,"","2025-10-07",4448.33261714253,NA,NA,NA,"Sub-Saharan Africa","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"Congo, Rep.","CG","COG",2009,"","2025-10-07",4800.90159806602,NA,5.87968015670776,NA,"Sub-Saharan Africa","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"Congo, Rep.","CG","COG",2014,"","2025-10-07",5733.18393561256,3.18256998062134,NA,NA,"Sub-Saharan Africa","Brazzaville","15.2662","-4.2767","Lower middle income","Blend"
"Costa Rica","CR","CRI",2006,"","2025-10-07",10799.5114028886,4.61613988876343,NA,NA,"Latin America & Caribbean","San Jose","-84.0089","9.63701","Upper middle income","IBRD"
"Costa Rica","CR","CRI",2009,"","2025-10-07",12273.8603954717,6.01030015945435,NA,NA,"Latin America & Caribbean","San Jose","-84.0089","9.63701","Upper middle income","IBRD"
"Costa Rica","CR","CRI",2008,"","2025-10-07",12471.6723105323,4.88697004318237,NA,NA,"Latin America & Caribbean","San Jose","-84.0089","9.63701","Upper middle income","IBRD"
"Costa Rica","CR","CRI",2013,"","2025-10-07",15232.0771529214,6.68739986419678,47.5057106018066,NA,"Latin America & Caribbean","San Jose","-84.0089","9.63701","Upper middle income","IBRD"
"Costa Rica","CR","CRI",2002,"","2025-10-07",8460.65229564473,5.15044021606445,NA,NA,"Latin America & Caribbean","San Jose","-84.0089","9.63701","Upper middle income","IBRD"
"Costa Rica","CR","CRI",2001,"","2025-10-07",8190.07440941136,4.83202981948853,NA,NA,"Latin America & Caribbean","San Jose","-84.0089","9.63701","Upper middle income","IBRD"
"Costa Rica","CR","CRI",2012,"","2025-10-07",14463.7404448033,6.58239984512329,46.6885414123535,NA,"Latin America & Caribbean","San Jose","-84.0089","9.63701","Upper middle income","IBRD"
"Costa Rica","CR","CRI",2019,"","2025-10-07",23339.6091317711,6.73808002471924,55.0202903747559,NA,"Latin America & Caribbean","San Jose","-84.0089","9.63701","Upper middle income","IBRD"
"Costa Rica","CR","CRI",2017,"","2025-10-07",20499.3442130809,7.06980991363525,54.4492301940918,NA,"Latin America & Caribbean","San Jose","-84.0089","9.63701","Upper middle income","IBRD"
"Costa Rica","CR","CRI",2000,"","2025-10-07",7879.47794965988,4.66695022583008,NA,94.870002746582,"Latin America & Caribbean","San Jose","-84.0089","9.63701","Upper middle income","IBRD"
"Costa Rica","CR","CRI",2007,"","2025-10-07",11841.9011714142,4.6345100402832,NA,NA,"Latin America & Caribbean","San Jose","-84.0089","9.63701","Upper middle income","IBRD"
"Costa Rica","CR","CRI",2011,"","2025-10-07",13614.2603998804,6.37988996505737,44.6711883544922,97.4100036621094,"Latin America & Caribbean","San Jose","-84.0089","9.63701","Upper middle income","IBRD"
"Costa Rica","CR","CRI",2005,"","2025-10-07",9898.92919346446,NA,NA,NA,"Latin America & Caribbean","San Jose","-84.0089","9.63701","Upper middle income","IBRD"
"Costa Rica","CR","CRI",2014,"","2025-10-07",16393.8095428154,6.67952013015747,50.3342781066895,NA,"Latin America & Caribbean","San Jose","-84.0089","9.63701","Upper middle income","IBRD"
"Costa Rica","CR","CRI",2010,"","2025-10-07",12927.5645930035,6.56574010848999,NA,NA,"Latin America & Caribbean","San Jose","-84.0089","9.63701","Upper middle income","IBRD"
"Costa Rica","CR","CRI",2004,"","2025-10-07",9365.32775359787,4.89062976837158,25.8056793212891,NA,"Latin America & Caribbean","San Jose","-84.0089","9.63701","Upper middle income","IBRD"
"Costa Rica","CR","CRI",2015,"","2025-10-07",17525.1404625252,6.87349987030029,51.2845802307129,NA,"Latin America & Caribbean","San Jose","-84.0089","9.63701","Upper middle income","IBRD"
"Costa Rica","CR","CRI",2016,"","2025-10-07",19201.7453233684,6.89395999908447,51.6516418457031,NA,"Latin America & Caribbean","San Jose","-84.0089","9.63701","Upper middle income","IBRD"
"Costa Rica","CR","CRI",2003,"","2025-10-07",8862.9941209796,5.13373994827271,NA,NA,"Latin America & Caribbean","San Jose","-84.0089","9.63701","Upper middle income","IBRD"
"Costa Rica","CR","CRI",2018,"","2025-10-07",21498.035074686,6.76991987228394,52.6140899658203,NA,"Latin America & Caribbean","San Jose","-84.0089","9.63701","Upper middle income","IBRD"
"Cote d'Ivoire","CI","CIV",2001,"","2025-10-07",2961.76287274216,2.44477009773254,NA,NA,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",2003,"","2025-10-07",2701.74168487851,2.86437010765076,NA,NA,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",2015,"","2025-10-07",4403.64296618998,3.49412989616394,8.46433224598306,NA,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",2002,"","2025-10-07",2851.03041356835,2.81048011779785,NA,NA,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",2005,"","2025-10-07",2841.82308798173,2.91944003105164,NA,NA,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",2014,"","2025-10-07",4074.21445539789,3.31416988372803,7.73897659286671,43.9099998474121,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",2006,"","2025-10-07",2941.82141168912,2.8199999332428,NA,NA,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",2007,"","2025-10-07",2984.53472161562,3.01613998413086,7.9370698928833,NA,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",2018,"","2025-10-07",4945.62520575915,3.21164989471436,NA,NA,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",2013,"","2025-10-07",3619.01790854865,3.45860004425049,7.35426503598509,NA,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",2010,"","2025-10-07",3360.54408826055,3.24651002883911,6.53099472386889,NA,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",2011,"","2025-10-07",3175.9192237076,2.86576008796692,2.92101759305363,NA,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",2019,"","2025-10-07",5516.39055126829,3.4130699634552,10.3256981639741,56.9804529419494,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",2004,"","2025-10-07",2794.17325719366,2.91176009178162,NA,NA,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",2008,"","2025-10-07",3115.83789187745,3.09853005409241,7.48366022109985,NA,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",2009,"","2025-10-07",3176.63242420617,3.1739399433136,7.18858003616333,NA,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",2017,"","2025-10-07",4690.17801861096,3.73654007911682,9.52488768872621,NA,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",2016,"","2025-10-07",4530.64849808487,3.93593001365662,8.89557845705252,50.0400009155273,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",2000,"","2025-10-07",3040.57593185363,2.40031003952026,NA,48.7400016784668,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Cote d'Ivoire","CI","CIV",2012,"","2025-10-07",3290.72306949457,3.4344699382782,NA,NA,"Sub-Saharan Africa","Yamoussoukro","-4.0305","5.332","Lower middle income","IDA"
"Croatia","HR","HRV",2018,"","2025-10-07",29788.6686206675,3.92432999610901,72.8625411987305,NA,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",2011,"","2025-10-07",21195.7557640257,4.10584020614624,59.3388595581055,NA,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",2006,"","2025-10-07",17634.8655537551,NA,48.5975112915039,NA,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",2017,"","2025-10-07",27889.1324695117,3.87207007408142,71.3775863647461,NA,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",2004,"","2025-10-07",14688.1029087513,3.82386994361877,44.0762214660645,NA,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",2000,"","2025-10-07",10672.2559989535,NA,NA,NA,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",2019,"","2025-10-07",33063.7068719801,3.94555997848511,74.0501174926758,NA,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",2010,"","2025-10-07",20143.7495528981,4.20651006698608,57.0685997009277,NA,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",2015,"","2025-10-07",23758.9515172107,NA,68.4413986206055,NA,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",2001,"","2025-10-07",11654.2135278182,NA,36.3740501403809,98.1500015258789,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
"Croatia","HR","HRV",2016,"","2025-10-07",25804.1408356739,NA,69.5889511108398,NA,"Europe & Central Asia","Zagreb","15.9614","45.8069","High income","IBRD"
